Order Number,Manufacturing Time (days),Delivery Time (days),Units Shipped,Damaged Units,Returns,Supplier,Raw Material Lead Time (days)
ORD5428,7,1,173,4,4,S-2,5
ORD5429,6,2,129,2,1,S-1,5
ORD5430,2,1,125,1,1,S-2,5
ORD5431,8,1,69,5,4,S-3,3
ORD5432,7,1,195,3,3,S-2,6
ORD5433,7,1,61,9,0,S-2,3
ORD5434,7,3,161,2,2,S-3,3
ORD5435,2,4,109,7,2,S-1,4
ORD5436,4,4,124,8,3,S-1,4
ORD5437,2,3,159,6,2,S-3,6
ORD5438,9,1,83,1,3,S-3,4
ORD5439,9,4,190,7,4,S-2,6
ORD5440,9,4,189,4,3,S-3,5
ORD5441,4,4,85,9,1,S-3,5
ORD5442,9,2,77,6,3,S-2,3
ORD5443,8,3,88,4,4,S-2,5
ORD5444,6,2,126,1,3,S-2,4
ORD5445,2,2,153,3,4,S-1,2
ORD5446,4,3,140,4,1,S-1,3
ORD5447,6,4,164,5,0,S-3,6
ORD5448,6,2,51,4,4,S-2,5
ORD5449,4,4,166,9,0,S-3,3
ORD5450,9,2,131,0,4,S-3,3
ORD5451,4,4,139,0,3,S-1,3
ORD5452,3,1,91,2,0,S-1,5
ORD5453,6,1,80,8,4,S-3,6
ORD5454,4,1,110,1,4,S-2,3
ORD5455,6,3,151,9,0,S-1,3
ORD5456,9,1,105,4,4,S-1,3
ORD5457,2,2,132,8,0,S-1,5
ORD5458,8,4,177,6,1,S-3,4
ORD5459,5,4,63,7,2,S-1,6
ORD5460,9,4,63,1,1,S-2,3
ORD5461,5,4,99,4,0,S-1,3
ORD5462,7,2,150,8,3,S-3,3
ORD5463,4,4,117,0,3,S-3,5
ORD5464,4,2,120,0,2,S-3,4
ORD5465,9,2,60,9,0,S-3,3
ORD5466,6,4,63,7,4,S-2,3
ORD5467,9,4,155,1,1,S-3,5
ORD5468,7,4,153,8,1,S-1,6
ORD5469,9,2,180,9,2,S-2,6
ORD5470,4,3,177,8,2,S-3,4
ORD5471,9,2,57,3,2,S-3,6
ORD5472,6,3,186,1,2,S-2,3
ORD5473,4,4,68,2,2,S-1,5
ORD5474,6,2,189,9,2,S-2,3
ORD5475,9,4,161,0,4,S-1,3
ORD5476,4,3,107,2,4,S-1,4
ORD5477,3,3,74,4,1,S-3,6
ORD5478,8,2,94,2,1,S-2,6
ORD5479,6,2,151,2,2,S-2,6
ORD5480,8,2,97,9,1,S-3,3
ORD5481,3,2,99,5,2,S-3,5
ORD5482,3,1,130,2,4,S-1,5
ORD5483,3,1,93,2,3,S-3,3
ORD5484,3,4,108,8,4,S-2,2
ORD5485,2,3,152,1,0,S-3,3
ORD5486,8,3,127,0,4,S-3,6
ORD5487,9,4,67,9,0,S-3,3
ORD5488,7,4,165,7,1,S-3,2
ORD5489,9,4,155,2,4,S-3,3
ORD5490,9,1,192,6,3,S-1,6
ORD5491,8,4,60,1,4,S-3,4
ORD5492,9,3,192,7,4,S-3,5
ORD5493,5,4,111,8,4,S-2,2
ORD5494,2,2,97,7,2,S-3,4
ORD5495,9,3,143,7,4,S-2,5
ORD5496,4,3,192,7,4,S-2,4
ORD5497,9,3,136,6,3,S-2,3
ORD5498,4,1,99,1,0,S-2,3
ORD5499,7,1,109,7,0,S-1,5
ORD5500,5,3,108,4,3,S-1,5
ORD5501,5,2,64,5,1,S-2,3
ORD5502,5,3,78,3,4,S-1,3
ORD5503,3,1,89,0,1,S-1,5
ORD5504,2,2,80,4,3,S-3,5
ORD5505,9,3,122,2,1,S-1,5
ORD5506,4,1,60,8,0,S-2,6
ORD5507,2,2,130,3,2,S-2,6
ORD5508,2,4,111,9,1,S-2,3
ORD5509,2,4,185,1,2,S-2,6
ORD5510,5,3,100,3,1,S-3,2
ORD5511,7,4,106,2,3,S-1,3
ORD5512,7,1,181,2,2,S-2,2
ORD5513,5,2,196,4,1,S-3,4
ORD5514,4,3,73,0,3,S-2,2
ORD5515,4,2,90,4,0,S-1,4
ORD5516,4,2,98,7,4,S-3,2
ORD5517,9,2,85,9,3,S-1,4
ORD5518,7,1,59,8,3,S-3,4
ORD5519,9,3,127,0,0,S-2,3
ORD5520,7,4,184,1,2,S-2,5
ORD5521,2,2,189,1,1,S-1,5
ORD5522,5,2,135,5,2,S-1,3
ORD5523,3,2,109,0,3,S-3,4
ORD5524,2,1,145,0,1,S-1,5
ORD5525,6,4,57,1,4,S-1,5
ORD5526,9,2,184,3,4,S-2,2
ORD5527,7,1,156,1,1,S-2,6
ORD5528,2,1,107,3,3,S-2,3
ORD5529,5,2,130,2,0,S-2,6
ORD5530,6,2,135,2,2,S-2,4
ORD5531,8,1,83,8,2,S-2,2
ORD5532,9,1,133,7,0,S-2,5
ORD5533,2,2,166,9,0,S-3,2
ORD5534,5,1,71,8,4,S-2,3
ORD5535,5,1,198,0,0,S-2,4
ORD5536,7,2,64,4,1,S-2,2
ORD5537,3,2,182,3,4,S-2,2
ORD5538,2,3,151,8,3,S-2,2
ORD5539,5,4,194,2,4,S-1,5
ORD5540,9,2,196,4,4,S-1,4
ORD5541,4,2,54,7,2,S-2,5
ORD5542,5,2,72,9,0,S-2,2
ORD5543,3,4,132,4,1,S-2,5
ORD5544,5,3,63,8,0,S-3,5
ORD5545,7,1,59,1,2,S-2,3
ORD5546,8,4,80,5,0,S-3,6
ORD5547,2,2,190,4,1,S-3,6
ORD5548,7,2,176,8,0,S-2,3
ORD5549,2,3,199,6,2,S-1,3
ORD5550,6,3,86,7,1,S-2,5
ORD5551,2,3,187,6,0,S-2,5
ORD5552,6,1,80,9,2,S-1,4
ORD5553,7,4,148,9,2,S-1,6
ORD5554,4,4,84,4,4,S-2,5
ORD5555,9,3,160,4,1,S-2,4
ORD5556,3,1,117,3,1,S-3,6
ORD5557,4,4,166,1,0,S-1,4
ORD5558,9,2,175,8,4,S-3,4
ORD5559,6,2,55,9,1,S-3,3
ORD5560,5,2,168,9,2,S-3,2
ORD5561,5,4,79,9,1,S-3,2
ORD5562,4,3,118,9,4,S-1,2
ORD5563,5,2,157,2,3,S-1,4
ORD5564,6,3,84,2,2,S-1,5
ORD5565,7,1,152,2,1,S-2,2
ORD5566,3,2,93,7,2,S-3,5
ORD5567,8,1,192,5,0,S-2,6
ORD5568,2,3,78,0,2,S-1,2
ORD5569,6,4,55,2,1,S-1,4
ORD5570,9,3,76,3,0,S-2,3
ORD5571,8,2,77,1,0,S-3,4
ORD5572,6,2,182,5,0,S-1,5
ORD5573,2,3,105,9,3,S-3,6
ORD5574,2,2,161,0,3,S-3,4
ORD5575,3,2,103,0,0,S-1,3
ORD5576,3,1,129,7,1,S-2,3
ORD5577,3,4,154,3,0,S-3,6
ORD5578,5,3,67,0,0,S-2,2
ORD5579,9,1,92,6,2,S-3,4
ORD5580,9,2,138,8,2,S-3,4
ORD5581,6,1,123,9,2,S-1,3
ORD5582,7,4,59,6,4,S-2,5
ORD5583,2,3,183,0,2,S-3,4
ORD5584,6,4,138,0,2,S-2,3
ORD5585,8,4,181,0,1,S-3,5
ORD5586,6,1,83,7,3,S-2,2
ORD5587,9,1,132,6,3,S-2,2
ORD5588,3,4,181,2,3,S-1,3
ORD5589,3,2,147,2,4,S-3,3
ORD5590,6,3,80,2,0,S-3,2
ORD5591,9,2,129,1,2,S-3,3
ORD5592,9,2,109,3,1,S-3,6
ORD5593,9,3,51,6,4,S-1,4
ORD5594,3,1,85,8,3,S-1,6
ORD5595,9,2,174,2,4,S-3,5
ORD5596,5,1,152,9,1,S-2,3
ORD5597,2,3,165,6,4,S-1,3
ORD5598,8,2,150,3,3,S-2,5
ORD5599,9,1,95,0,0,S-2,4
ORD5600,6,1,129,4,3,S-2,2
ORD5601,2,2,156,7,3,S-3,6
ORD5602,5,3,93,2,3,S-1,4
ORD5603,8,4,196,9,4,S-3,2
ORD5604,3,1,98,3,1,S-2,2
ORD5605,4,3,137,2,3,S-3,3
ORD5606,5,2,107,9,4,S-2,5
ORD5607,4,1,140,7,1,S-3,3
ORD5608,2,1,184,9,0,S-3,5
ORD5609,6,1,143,7,3,S-1,3
ORD5610,8,3,127,3,2,S-1,6
ORD5611,3,1,171,1,4,S-2,3
ORD5612,8,1,192,2,0,S-2,6
ORD5613,5,2,125,2,0,S-2,4
ORD5614,3,1,102,3,0,S-3,4
ORD5615,4,3,72,1,4,S-2,3
ORD5616,4,2,126,1,1,S-1,4
ORD5617,7,4,122,2,2,S-2,2
ORD5618,8,2,137,0,1,S-2,6
ORD5619,9,1,152,7,3,S-3,5
ORD5620,6,4,143,5,2,S-1,6
ORD5621,9,2,109,2,1,S-2,3
ORD5622,4,1,59,0,3,S-1,4
ORD5623,6,2,151,2,2,S-2,4
ORD5624,7,3,107,0,4,S-1,2
ORD5625,5,1,192,2,3,S-2,4
ORD5626,7,3,58,3,1,S-2,3
ORD5627,6,1,62,5,2,S-3,3
ORD5628,4,3,186,6,3,S-3,5
ORD5629,2,4,180,6,3,S-1,6
ORD5630,6,3,122,8,4,S-1,6
ORD5631,3,2,165,7,3,S-1,6
ORD5632,9,1,174,3,2,S-1,5
ORD5633,2,2,160,5,0,S-3,5
ORD5634,8,3,120,0,2,S-1,5
ORD5635,6,1,138,7,2,S-2,2
ORD5636,3,3,69,5,4,S-2,5
ORD5637,9,4,130,1,4,S-2,4
ORD5638,8,4,139,7,3,S-3,2
ORD5639,7,4,68,3,4,S-1,4
ORD5640,2,3,161,8,3,S-2,6
ORD5641,6,3,180,3,0,S-2,3
ORD5642,5,4,156,0,1,S-3,6
ORD5643,7,3,170,6,4,S-3,5
ORD5644,3,2,141,9,4,S-3,3
ORD5645,5,3,196,4,0,S-2,6
ORD5646,4,2,129,9,4,S-3,2
ORD5647,7,4,80,4,0,S-2,5
ORD5648,9,3,102,3,3,S-1,6
ORD5649,7,4,162,5,4,S-2,3
ORD5650,9,1,83,0,4,S-1,4
ORD5651,6,3,80,2,3,S-2,6
ORD5652,6,3,188,6,4,S-1,2
ORD5653,3,4,55,7,2,S-2,3
ORD5654,7,4,76,8,0,S-2,6
ORD5655,6,4,56,0,1,S-2,4
ORD5656,4,1,98,3,2,S-2,5
ORD5657,9,1,145,1,1,S-3,5
ORD5658,8,4,109,1,2,S-2,5
ORD5659,8,3,82,0,2,S-2,3
ORD5660,8,3,96,4,2,S-3,4
ORD5661,6,4,168,1,0,S-3,4
ORD5662,7,2,76,3,1,S-3,6
ORD5663,8,1,71,8,3,S-3,5
ORD5664,2,1,96,2,3,S-3,3
ORD5665,5,2,142,7,4,S-3,5
ORD5666,7,4,51,9,0,S-3,5
ORD5667,9,3,192,5,0,S-3,6
ORD5668,4,3,96,9,0,S-3,6
ORD5669,7,1,76,4,2,S-3,6
ORD5670,4,2,76,1,0,S-3,2
ORD5671,7,3,190,2,3,S-1,2
ORD5672,8,1,194,7,0,S-2,3
ORD5673,5,3,124,8,2,S-2,3
ORD5674,5,3,59,6,1,S-3,6
ORD5675,4,3,170,0,0,S-3,4
ORD5676,7,1,82,5,1,S-1,3
ORD5677,5,2,175,6,4,S-3,2
ORD5678,3,4,57,5,2,S-1,2
ORD5679,7,2,184,9,0,S-2,5
ORD5680,5,3,120,1,4,S-2,6
ORD5681,2,2,184,8,4,S-3,4
ORD5682,2,3,90,2,1,S-1,6
ORD5683,3,1,167,5,3,S-1,2
ORD5684,5,1,104,5,3,S-2,4
ORD5685,2,1,56,7,3,S-2,3
ORD5686,8,3,133,3,3,S-1,5
ORD5687,7,2,195,5,2,S-1,2
ORD5688,6,4,127,0,0,S-2,5
ORD5689,5,4,102,8,0,S-1,6
ORD5690,9,1,63,8,2,S-2,4
ORD5691,3,4,198,6,1,S-1,6
ORD5692,5,3,162,0,0,S-3,5
ORD5693,4,2,106,2,4,S-2,2
ORD5694,4,4,140,4,0,S-1,5
ORD5695,2,4,95,3,2,S-2,2
ORD5696,9,2,140,4,1,S-1,5
ORD5697,4,4,182,6,0,S-3,6
ORD5698,3,2,151,8,2,S-3,5
ORD5699,9,3,155,0,4,S-3,3
ORD5700,2,3,177,4,3,S-2,6
ORD5701,3,3,81,2,4,S-3,5
ORD5702,7,1,55,2,4,S-2,5
ORD5703,3,3,123,1,1,S-3,4
ORD5704,4,4,184,5,0,S-2,6
ORD5705,7,1,78,5,3,S-3,4
ORD5706,4,1,83,2,2,S-1,6
ORD5707,3,1,56,0,3,S-1,2
ORD5708,4,3,130,6,0,S-2,6
ORD5709,9,1,126,1,1,S-3,6
ORD5710,4,3,107,7,0,S-3,5
ORD5711,4,3,134,2,2,S-1,3
ORD5712,5,1,122,0,3,S-3,6
ORD5713,7,1,94,9,4,S-3,4
ORD5714,9,4,96,8,0,S-2,3
ORD5715,7,1,126,4,1,S-1,6
ORD5716,8,3,122,0,1,S-3,3
ORD5717,7,4,165,9,3,S-3,2
ORD5718,8,4,79,5,4,S-2,3
ORD5719,3,3,120,9,2,S-2,2
ORD5720,8,1,194,2,4,S-2,3
ORD5721,8,1,152,3,3,S-2,3
ORD5722,6,2,182,7,4,S-3,4
ORD5723,3,1,153,4,3,S-3,4
ORD5724,7,2,171,5,4,S-3,5
ORD5725,2,4,178,9,0,S-2,3
ORD5726,4,4,80,3,1,S-3,2
ORD5727,4,4,158,5,3,S-1,3
ORD5728,6,2,121,2,3,S-1,6
ORD5729,2,3,176,9,1,S-3,2
ORD5730,5,3,134,0,2,S-2,6
ORD5731,8,4,64,5,3,S-1,5
ORD5732,9,2,105,0,0,S-3,6
ORD5733,3,2,76,9,4,S-1,5
ORD5734,5,4,51,2,0,S-1,5
ORD5735,2,1,123,7,3,S-1,5
ORD5736,6,4,113,6,2,S-1,6
ORD5737,2,2,54,7,3,S-3,5
ORD5738,6,1,140,9,2,S-1,5
ORD5739,5,3,117,9,1,S-3,4
ORD5740,5,1,190,1,4,S-1,3
ORD5741,9,3,130,9,0,S-1,5
ORD5742,2,2,134,6,2,S-1,2
ORD5743,2,4,72,3,0,S-3,2
ORD5744,8,4,146,0,1,S-1,4
ORD5745,4,4,173,2,3,S-1,6
ORD5746,6,4,86,4,2,S-2,6
ORD5747,4,4,79,9,4,S-1,6
ORD5748,3,2,166,7,2,S-2,5
ORD5749,3,2,58,1,3,S-3,6
ORD5750,2,4,181,1,3,S-1,6
ORD5751,5,1,115,7,4,S-1,3
ORD5752,3,4,169,8,4,S-2,5
ORD5753,3,3,173,9,1,S-2,5
ORD5754,9,3,93,0,0,S-1,2
ORD5755,4,3,158,1,2,S-3,2
ORD5756,9,3,86,3,1,S-2,3
ORD5757,4,4,116,2,0,S-1,4
ORD5758,8,3,109,0,1,S-2,5
ORD5759,9,1,85,3,4,S-3,2
ORD5760,8,4,98,1,4,S-2,6
ORD5761,3,3,156,9,3,S-1,5
ORD5762,2,4,57,4,2,S-2,5
ORD5763,4,4,90,0,2,S-3,5
ORD5764,3,4,150,7,2,S-1,2
ORD5765,5,2,162,9,1,S-1,3
ORD5766,4,3,158,1,1,S-1,2
ORD5767,3,2,135,2,2,S-1,6
ORD5768,8,1,127,2,3,S-3,6
ORD5769,9,1,104,3,0,S-1,4
ORD5770,6,2,159,6,1,S-3,2
ORD5771,4,3,195,8,2,S-3,2
ORD5772,6,4,114,2,4,S-2,4
ORD5773,4,1,113,0,1,S-2,4
ORD5774,4,1,189,9,0,S-1,5
ORD5775,9,1,167,0,1,S-1,5
ORD5776,8,3,91,5,0,S-3,6
ORD5777,7,2,166,4,0,S-2,3
ORD5778,7,2,99,9,1,S-1,6
ORD5779,6,3,97,6,0,S-1,2
ORD5780,2,1,122,6,1,S-3,3
ORD5781,3,3,185,2,1,S-2,5
ORD5782,2,3,184,6,3,S-1,4
ORD5783,2,2,155,8,4,S-1,4
ORD5784,7,3,57,7,0,S-1,6
ORD5785,3,3,159,2,1,S-1,2
ORD5786,7,1,80,9,0,S-1,2
ORD5787,9,4,61,4,1,S-1,4
ORD5788,9,1,176,7,1,S-2,6
ORD5789,7,2,106,1,1,S-3,6
ORD5790,8,4,189,6,4,S-3,5
ORD5791,7,1,76,9,0,S-3,5
ORD5792,5,3,95,9,4,S-1,5
ORD5793,2,3,184,6,4,S-3,3
ORD5794,8,4,110,7,4,S-2,6
ORD5795,8,4,107,0,4,S-1,6
ORD5796,2,3,62,7,3,S-2,5
ORD5797,8,2,149,0,0,S-1,4
ORD5798,2,1,98,2,0,S-1,5
ORD5799,5,3,84,8,1,S-3,3
ORD5800,4,1,143,3,0,S-2,4
ORD5801,8,1,144,9,4,S-3,6
ORD5802,6,1,194,8,2,S-1,3
ORD5803,6,1,121,0,0,S-2,3
ORD5804,5,2,172,7,2,S-2,4
ORD5805,2,2,59,2,3,S-1,5
ORD5806,6,2,53,6,1,S-3,5
ORD5807,5,3,174,1,1,S-1,2
ORD5808,7,3,78,6,1,S-2,4
ORD5809,3,3,95,6,3,S-2,5
ORD5810,6,2,126,8,4,S-2,3
ORD5811,9,1,108,1,2,S-1,5
ORD5812,3,2,115,7,0,S-2,5
ORD5813,9,3,156,4,4,S-2,3
ORD5814,2,4,135,9,1,S-3,4
ORD5815,6,3,182,8,1,S-3,2
ORD5816,5,1,58,7,4,S-2,5
ORD5817,4,2,69,2,2,S-3,5
ORD5818,6,4,198,2,4,S-1,5
ORD5819,6,4,176,9,3,S-3,4
ORD5820,6,1,66,7,1,S-3,3
ORD5821,6,2,61,8,2,S-3,3
ORD5822,9,4,131,1,0,S-3,3
ORD5823,5,3,116,2,1,S-1,3
ORD5824,5,1,182,7,4,S-3,3
ORD5825,9,4,102,1,2,S-2,3
ORD5826,4,1,196,7,1,S-3,5
ORD5827,5,2,194,4,0,S-3,5
ORD5828,5,2,103,5,0,S-2,3
ORD5829,2,2,117,9,4,S-1,3
ORD5830,8,3,84,3,3,S-2,4
ORD5831,2,4,137,2,4,S-2,4
ORD5832,8,2,190,7,2,S-2,6
ORD5833,3,3,64,8,4,S-2,5
ORD5834,4,2,64,7,2,S-3,3
ORD5835,8,2,80,8,3,S-3,5
ORD5836,2,4,156,0,4,S-3,6
ORD5837,4,3,59,4,0,S-3,4
ORD5838,4,2,106,6,2,S-1,6
ORD5839,6,3,56,7,2,S-3,2
ORD5840,7,3,182,1,0,S-3,4
ORD5841,7,2,174,3,4,S-1,5
ORD5842,7,2,168,6,3,S-2,4
ORD5843,4,1,129,4,1,S-3,6
ORD5844,6,4,173,0,4,S-3,3
ORD5845,3,2,106,1,4,S-2,6
ORD5846,3,1,121,4,2,S-3,6
ORD5847,7,4,77,5,2,S-2,3
ORD5848,3,2,85,0,3,S-2,5
ORD5849,6,3,105,2,3,S-2,5
ORD5850,7,4,165,5,3,S-3,4
ORD5851,8,3,108,5,0,S-2,6
ORD5852,8,1,172,6,1,S-3,4
ORD5853,6,2,115,9,1,S-1,3
ORD5854,9,1,58,2,3,S-2,2
ORD5855,3,2,183,0,2,S-3,5
ORD5856,7,2,168,6,1,S-2,3
ORD5857,8,3,171,2,4,S-3,5
ORD5858,6,1,114,4,0,S-3,4
ORD5859,5,3,180,3,2,S-1,2
ORD5860,8,3,176,0,0,S-2,6
ORD5861,5,3,136,6,4,S-3,5
ORD5862,6,1,82,3,1,S-1,6
ORD5863,6,2,186,0,0,S-3,4
ORD5864,2,2,102,5,0,S-3,5
ORD5865,8,1,141,3,0,S-1,4
ORD5866,2,2,100,3,4,S-2,6
ORD5867,4,1,120,1,2,S-1,4
ORD5868,8,1,193,0,2,S-2,4
ORD5869,7,2,89,2,4,S-3,4
ORD5870,4,4,88,9,0,S-3,3
ORD5871,4,3,170,4,0,S-1,3
ORD5872,3,1,134,8,3,S-1,5
ORD5873,5,1,186,6,1,S-1,4
ORD5874,3,4,86,3,1,S-3,4
ORD5875,7,1,136,7,2,S-2,4
ORD5876,6,1,178,3,4,S-1,3
ORD5877,2,2,112,5,0,S-2,6
ORD5878,7,2,92,0,1,S-1,4
ORD5879,6,4,149,5,4,S-1,2
ORD5880,7,1,154,9,4,S-1,5
ORD5881,6,3,57,4,0,S-1,3
ORD5882,8,2,98,1,4,S-3,6
ORD5883,2,3,145,0,1,S-3,2
ORD5884,6,3,172,5,3,S-1,4
ORD5885,4,4,96,1,1,S-3,3
ORD5886,7,4,74,8,3,S-3,4
ORD5887,2,1,180,8,4,S-3,5
ORD5888,6,4,163,0,1,S-3,3
ORD5889,4,2,148,4,0,S-2,2
ORD5890,4,1,145,7,4,S-2,6
ORD5891,8,1,83,3,0,S-3,6
ORD5892,5,3,158,2,3,S-2,5
ORD5893,4,3,141,4,2,S-1,6
ORD5894,3,3,57,4,2,S-2,6
ORD5895,2,1,112,7,3,S-1,5
ORD5896,2,4,131,5,2,S-2,2
ORD5897,9,4,74,1,4,S-2,3
ORD5898,2,4,178,0,4,S-1,3
ORD5899,6,1,57,2,1,S-1,5
ORD5900,7,1,173,1,4,S-3,4
ORD5901,6,1,198,3,2,S-2,5
ORD5902,3,1,147,2,0,S-1,5
ORD5903,9,1,150,8,1,S-3,5
ORD5904,7,4,160,4,0,S-1,5
ORD5905,8,1,52,3,2,S-3,6
ORD5906,4,4,184,9,0,S-3,6
ORD5907,9,1,149,8,2,S-1,2
ORD5908,6,4,60,3,4,S-1,5
ORD5909,7,2,108,5,1,S-2,3
ORD5910,4,2,189,9,3,S-2,4
ORD5911,7,4,128,0,2,S-3,6
ORD5912,4,2,87,1,4,S-1,3
ORD5913,7,2,171,3,0,S-2,6
ORD5914,6,4,114,8,4,S-3,2
ORD5915,9,1,195,5,0,S-2,4
ORD5916,6,1,95,5,0,S-3,6
ORD5917,3,4,174,8,0,S-2,4
ORD5918,8,3,105,3,0,S-1,4
ORD5919,8,3,56,2,1,S-3,3
ORD5920,5,2,154,6,0,S-3,6
ORD5921,2,3,89,6,1,S-2,4
ORD5922,6,2,146,8,3,S-2,5
ORD5923,6,1,101,5,1,S-2,4
ORD5924,4,4,80,1,0,S-1,4
ORD5925,5,1,56,5,3,S-2,6
ORD5926,8,4,193,7,4,S-2,5
ORD5927,6,3,199,5,1,S-1,4
ORD5928,7,1,140,8,4,S-2,6
ORD5929,8,1,66,3,3,S-1,6
ORD5930,5,2,174,2,1,S-1,4
ORD5931,2,4,53,4,0,S-2,2
ORD5932,7,3,171,2,1,S-1,2
ORD5933,4,1,148,1,0,S-2,3
ORD5934,3,4,192,1,2,S-1,2
ORD5935,7,3,110,3,1,S-3,2
ORD5936,9,1,70,2,1,S-2,6
ORD5937,8,4,126,8,4,S-3,6
ORD5938,9,2,96,6,4,S-3,4
ORD5939,2,1,124,5,3,S-3,4
ORD5940,7,4,98,9,0,S-3,6
ORD5941,5,3,76,7,4,S-2,4
ORD5942,5,3,80,8,3,S-1,6
ORD5943,2,2,81,2,0,S-2,2
ORD5944,8,1,67,9,0,S-2,4
ORD5945,5,2,174,6,0,S-1,2
ORD5946,7,4,112,8,2,S-3,3
ORD5947,3,3,177,0,0,S-1,4
ORD5948,7,2,65,9,3,S-3,6
ORD5949,3,1,186,8,0,S-2,6
ORD5950,5,4,111,6,0,S-1,3
ORD5951,7,1,88,9,3,S-1,6
ORD5952,5,2,164,3,1,S-3,2
ORD5953,8,3,187,5,0,S-1,6
ORD5954,3,3,189,5,3,S-2,3
ORD5955,8,2,121,5,4,S-1,5
ORD5956,5,1,111,1,3,S-1,5
ORD5957,6,1,180,4,2,S-2,2
ORD5958,4,1,132,6,4,S-3,5
ORD5959,7,1,172,5,1,S-1,6
ORD5960,6,3,188,2,1,S-3,3
ORD5961,8,1,185,4,3,S-1,2
ORD5962,9,2,158,7,3,S-2,5
ORD5963,5,2,171,4,0,S-3,6
ORD5964,5,2,168,9,0,S-1,6
ORD5965,4,2,187,2,2,S-3,4
ORD5966,5,1,67,8,0,S-1,4
ORD5967,4,3,125,2,3,S-2,3
ORD5968,7,4,60,1,3,S-2,2
ORD5969,3,1,187,5,0,S-1,5
ORD5970,4,4,180,7,2,S-1,5
ORD5971,4,3,111,5,3,S-3,6
ORD5972,6,1,120,0,2,S-1,5
ORD5973,5,4,110,7,3,S-3,3
ORD5974,7,3,181,0,2,S-1,4
ORD5975,3,4,110,8,2,S-2,6
ORD5976,2,2,185,7,2,S-3,2
ORD5977,8,2,151,5,0,S-3,6
ORD5978,4,3,62,1,1,S-2,5
ORD5979,2,3,61,8,2,S-3,3
ORD5980,5,4,84,7,2,S-2,2
ORD5981,8,3,100,3,3,S-2,6
ORD5982,4,2,92,1,1,S-2,5
ORD5983,9,2,160,5,3,S-1,6
ORD5984,9,1,115,0,3,S-2,2
ORD5985,2,4,64,6,2,S-3,5
ORD5986,6,3,88,0,4,S-1,4
ORD5987,2,3,75,5,1,S-2,2
ORD5988,8,3,161,4,3,S-2,4
ORD5989,6,4,100,9,4,S-2,4
ORD5990,8,2,160,2,4,S-3,5
ORD5991,3,3,181,5,3,S-1,6
ORD5992,5,3,147,3,2,S-1,6
ORD5993,9,2,168,5,0,S-1,3
ORD5994,7,3,105,3,3,S-3,2
ORD5995,2,1,118,0,2,S-2,2
ORD5996,4,2,195,4,1,S-1,5
ORD5997,8,2,53,7,2,S-2,5
ORD5998,8,2,178,5,4,S-3,3
ORD5999,5,1,99,9,1,S-1,3
