Order Number,Order Date,Order Status,Freight Cost
ORD5704,11/17/2023,On Time,68.77
ORD5705,11/18/2023,Late,132.12
ORD5706,11/19/2023,On Time,141.48
ORD5707,11/20/2023,On Time,103.69
ORD5708,11/21/2023,Late,122.78
ORD5709,11/22/2023,On Time,62.15
ORD5710,11/23/2023,On Time,110.85
ORD5711,11/24/2023,On Time,120.28
ORD5712,11/25/2023,Late,95.28
ORD5713,11/26/2023,Late,74.33
ORD5714,11/27/2023,On Time,137.74
ORD5715,11/28/2023,Late,124.29
ORD5716,11/29/2023,On Time,139.99
ORD5717,11/30/2023,On Time,131.84
ORD5718,12/1/2023,On Time,149.04
ORD5719,12/2/2023,On Time,69.22
ORD5720,12/3/2023,On Time,58.67
ORD5721,12/4/2023,On Time,83.7
ORD5722,12/5/2023,On Time,62.9
ORD5723,12/6/2023,On Time,102.31
ORD5724,12/7/2023,On Time,113.3
ORD5725,12/8/2023,On Time,107.83
ORD5726,12/9/2023,On Time,75.92
ORD5727,12/10/2023,On Time,140.88
ORD5728,12/11/2023,On Time,52.12
ORD5729,12/12/2023,On Time,84.8
ORD5730,12/13/2023,Late,121.9
ORD5731,12/14/2023,On Time,126.69
ORD5732,12/15/2023,On Time,91.61
ORD5733,12/16/2023,Late,51.69
ORD5734,12/17/2023,On Time,111.8
ORD5735,12/18/2023,Late,56.31
ORD5736,12/19/2023,On Time,60.79
ORD5737,12/20/2023,On Time,115.03
ORD5738,12/21/2023,On Time,81.25
ORD5739,12/22/2023,On Time,84.8
ORD5740,12/23/2023,On Time,98.68
ORD5741,12/24/2023,On Time,147.86
ORD5742,12/25/2023,On Time,146.54
ORD5743,12/26/2023,Late,91.63
ORD5744,12/27/2023,On Time,76.55
ORD5745,12/28/2023,On Time,80.26
ORD5746,12/29/2023,On Time,76.88
ORD5747,12/30/2023,On Time,103.22
ORD5748,12/31/2023,Late,110.69
ORD5749,1/1/2023,On Time,98.88
ORD5750,1/2/2023,On Time,90.8
ORD5751,1/3/2023,On Time,71.13
ORD5752,1/4/2023,On Time,98.25
ORD5753,1/5/2023,Late,84.11
ORD5754,1/6/2023,On Time,104.16
ORD5755,1/7/2023,On Time,117.52
ORD5756,1/8/2023,Late,113.33
ORD5757,1/9/2023,Late,96.25
ORD5758,1/10/2023,On Time,105.61
ORD5759,1/11/2023,On Time,78.49
ORD5760,1/12/2023,On Time,52.42
ORD5761,1/13/2023,On Time,112.5
ORD5762,1/14/2023,Late,75.26
ORD5763,1/15/2023,On Time,116.9
ORD5764,1/16/2023,On Time,124.7
ORD5765,1/17/2023,On Time,141.59
ORD5766,1/18/2023,On Time,145.81
ORD5767,1/19/2023,On Time,51.05
ORD5768,1/20/2023,On Time,149.04
ORD5769,1/21/2023,On Time,118.3
ORD5770,1/22/2023,On Time,114.35
ORD5771,1/23/2023,On Time,51.52
ORD5772,1/24/2023,On Time,136.12
ORD5773,1/25/2023,On Time,64.55
ORD5774,1/26/2023,On Time,133.73
ORD5775,1/27/2023,On Time,51.56
ORD5776,1/28/2023,On Time,114.6
ORD5777,1/29/2023,On Time,93.48
ORD5778,1/30/2023,On Time,70.08
ORD5779,1/31/2023,On Time,60.76
ORD5780,2/1/2023,Late,94.01
ORD5781,2/2/2023,On Time,62.33
ORD5782,2/3/2023,On Time,98.64
ORD5783,2/4/2023,Late,112.52
ORD5784,2/5/2023,On Time,132.74
ORD5785,2/6/2023,On Time,117.86
ORD5786,2/7/2023,On Time,56.52
ORD5787,2/8/2023,Late,80.74
ORD5788,2/9/2023,On Time,78.8
ORD5789,2/10/2023,On Time,141.5
ORD5790,2/11/2023,On Time,136.78
ORD5791,2/12/2023,Late,87.01
ORD5792,2/13/2023,On Time,57.12
ORD5793,2/14/2023,On Time,139.41
ORD5794,2/15/2023,On Time,138.82
ORD5795,2/16/2023,On Time,135.47
ORD5796,2/17/2023,On Time,134.51
ORD5797,2/18/2023,On Time,98.03
ORD5798,2/19/2023,Late,67.74
ORD5799,2/20/2023,On Time,97.75
ORD5800,2/21/2023,On Time,99.46
ORD5801,2/22/2023,On Time,98.99
ORD5802,2/23/2023,On Time,103.88
ORD5803,2/24/2023,On Time,75.77
ORD5804,2/25/2023,On Time,86.62
ORD5805,2/26/2023,On Time,93.42
ORD5806,2/27/2023,On Time,63.11
ORD5807,2/28/2023,On Time,95.54
ORD5808,3/1/2023,Late,131.05
ORD5809,3/2/2023,Late,132.81
ORD5810,3/3/2023,On Time,91.16
ORD5811,3/4/2023,On Time,101.88
ORD5812,3/5/2023,On Time,53.37
ORD5813,3/6/2023,Late,117.44
ORD5814,3/7/2023,On Time,90.46
ORD5815,3/8/2023,Late,94.55
ORD5816,3/9/2023,On Time,137.37
ORD5817,3/10/2023,Late,96.18
ORD5818,3/11/2023,Late,52.12
ORD5819,3/12/2023,Late,72.75
ORD5820,3/13/2023,On Time,97.56
ORD5821,3/14/2023,On Time,92.44
ORD5822,3/15/2023,On Time,136.04
ORD5823,3/16/2023,On Time,104.21
ORD5824,3/17/2023,On Time,118.96
ORD5825,3/18/2023,On Time,96.93
ORD5826,3/19/2023,On Time,93.97
ORD5827,3/20/2023,On Time,94.63
ORD5828,3/21/2023,On Time,91.09
ORD5829,3/22/2023,On Time,103.86
ORD5830,3/23/2023,Late,75.04
ORD5831,3/24/2023,On Time,139.11
ORD5832,3/25/2023,On Time,83.31
ORD5833,3/26/2023,On Time,64.75
ORD5834,3/27/2023,Late,59.66
ORD5835,3/28/2023,On Time,51.34
ORD5836,3/29/2023,On Time,92.29
ORD5837,3/30/2023,On Time,68.76
ORD5838,3/31/2023,On Time,52.16
ORD5839,4/1/2023,On Time,102
ORD5840,4/2/2023,Late,118
ORD5841,4/3/2023,Late,58.58
ORD5842,4/4/2023,On Time,96.09
ORD5843,4/5/2023,On Time,124.36
ORD5844,4/6/2023,On Time,148.58
ORD5845,4/7/2023,On Time,116.72
ORD5846,4/8/2023,On Time,74.48
ORD5847,4/9/2023,On Time,121.66
ORD5848,4/10/2023,Late,109.79
ORD5849,4/11/2023,Late,71.18
ORD5850,4/12/2023,On Time,135.11
ORD5851,4/13/2023,On Time,92.74
ORD5852,4/14/2023,On Time,146.2
ORD5853,4/15/2023,On Time,122.29
ORD5854,4/16/2023,On Time,114.46
ORD5855,4/17/2023,On Time,122.84
ORD5856,4/18/2023,Late,97.81
ORD5857,4/19/2023,On Time,100.52
ORD5858,4/20/2023,On Time,135.12
ORD5859,4/21/2023,On Time,118.09
ORD5860,4/22/2023,On Time,139.72
ORD5861,4/23/2023,On Time,139.08
ORD5862,4/24/2023,On Time,147.65
ORD5863,4/25/2023,On Time,120.02
ORD5864,4/26/2023,On Time,100.23
ORD5865,4/27/2023,On Time,66.63
ORD5866,4/28/2023,Late,120.54
ORD5867,4/29/2023,On Time,79.16
ORD5868,4/30/2023,On Time,78.29
ORD5869,5/1/2023,On Time,73.83
ORD5870,5/2/2023,On Time,137.51
ORD5871,5/3/2023,On Time,136.8
ORD5872,5/4/2023,Late,113.1
ORD5873,5/5/2023,Late,97.3
ORD5874,5/6/2023,On Time,117.21
ORD5875,5/7/2023,On Time,110.72
ORD5876,5/8/2023,On Time,91.57
ORD5877,5/9/2023,On Time,87.96
ORD5878,5/10/2023,On Time,88.28
ORD5879,5/11/2023,On Time,108.91
ORD5880,5/12/2023,On Time,114.77
ORD5881,5/13/2023,On Time,95.17
ORD5882,5/14/2023,On Time,146.87
ORD5883,5/15/2023,Late,58.38
ORD5884,5/16/2023,On Time,84.7
ORD5885,5/17/2023,On Time,91.91
ORD5886,5/18/2023,On Time,51.69
ORD5887,5/19/2023,On Time,86.5
ORD5888,5/20/2023,On Time,77.37
ORD5889,5/21/2023,On Time,100.6
ORD5890,5/22/2023,Late,83.64
ORD5891,5/23/2023,On Time,122.62
ORD5892,5/24/2023,On Time,100.99
ORD5893,5/25/2023,On Time,62.98
ORD5894,5/26/2023,On Time,125.01
ORD5895,5/27/2023,On Time,59.92
ORD5896,5/28/2023,Late,133.9
ORD5897,5/29/2023,On Time,143.14
ORD5898,5/30/2023,On Time,82.24
ORD5899,5/31/2023,On Time,142.61
ORD5900,6/1/2023,On Time,129.3
ORD5901,6/2/2023,Late,142.24
ORD5902,6/3/2023,Late,116.63
ORD5903,6/4/2023,On Time,73.56
ORD5904,6/5/2023,On Time,139.45
ORD5905,6/6/2023,On Time,68.43
ORD5906,6/7/2023,On Time,71.31
ORD5907,6/8/2023,Late,77.11
ORD5908,6/9/2023,On Time,80.42
ORD5909,6/10/2023,On Time,101.45
ORD5910,6/11/2023,On Time,121.35
ORD5911,6/12/2023,Late,142.62
ORD5912,6/13/2023,On Time,58.84
ORD5913,6/14/2023,On Time,145.44
ORD5914,6/15/2023,On Time,142.13
ORD5915,6/16/2023,Late,55.4
ORD5916,6/17/2023,On Time,86.03
ORD5917,6/18/2023,On Time,131.31
ORD5918,6/19/2023,On Time,111.16
ORD5919,6/20/2023,On Time,127.91
ORD5920,6/21/2023,On Time,121.9
ORD5921,6/22/2023,Late,99.68
ORD5922,6/23/2023,On Time,54.12
ORD5923,6/24/2023,On Time,108.43
ORD5924,6/25/2023,On Time,54.86
ORD5925,6/26/2023,On Time,110.37
ORD5926,6/27/2023,Late,130.04
ORD5927,6/28/2023,On Time,108.5
ORD5928,6/29/2023,On Time,149.7
ORD5929,6/30/2023,On Time,95.59
ORD5930,7/1/2023,On Time,124.88
ORD5931,7/2/2023,On Time,116.72
ORD5932,7/3/2023,On Time,149.14
ORD5933,7/4/2023,On Time,121.32
ORD5934,7/5/2023,On Time,66.4
ORD5935,7/6/2023,On Time,145.55
ORD5936,7/7/2023,On Time,116.78
ORD5937,7/8/2023,Late,55.93
ORD5938,7/9/2023,On Time,115.76
ORD5939,7/10/2023,On Time,138.31
ORD5940,7/11/2023,On Time,107.7
ORD5941,7/12/2023,On Time,85.4
ORD5942,7/13/2023,On Time,132.09
ORD5943,7/14/2023,On Time,128.25
ORD5944,7/15/2023,On Time,104.42
ORD5945,7/16/2023,Late,65.44
ORD5946,7/17/2023,On Time,75.1
ORD5947,7/18/2023,On Time,123.85
ORD5948,7/19/2023,On Time,130.61
ORD5949,7/20/2023,On Time,77.93
ORD5950,7/21/2023,On Time,86.8
ORD5951,7/22/2023,On Time,57.76
ORD5952,7/23/2023,On Time,121.35
ORD5953,7/24/2023,Late,50.36
ORD5954,7/25/2023,On Time,54.65
ORD5955,7/26/2023,On Time,50.43
ORD5956,7/27/2023,Late,114.53
ORD5957,7/28/2023,On Time,91.74
ORD5958,7/29/2023,On Time,79.75
ORD5959,7/30/2023,Late,141.27
ORD5960,7/31/2023,On Time,69.28
ORD5961,8/1/2023,Late,88.94
ORD5962,8/2/2023,On Time,144.03
ORD5963,8/3/2023,On Time,92.71
ORD5964,8/4/2023,Late,105.47
ORD5965,8/5/2023,On Time,58.03
ORD5966,8/6/2023,On Time,129.02
ORD5967,8/7/2023,On Time,92.28
ORD5968,8/8/2023,Late,130.05
ORD5969,8/9/2023,Late,75.38
ORD5970,8/10/2023,On Time,92.25
ORD5971,8/11/2023,On Time,128.65
ORD5972,8/12/2023,Late,147.39
ORD5973,8/13/2023,On Time,55.96
ORD5974,8/14/2023,On Time,131.25
ORD5975,8/15/2023,On Time,80.07
ORD5976,8/16/2023,On Time,105.07
ORD5977,8/17/2023,On Time,79.01
ORD5978,8/18/2023,On Time,111.34
ORD5979,8/19/2023,On Time,85.38
ORD5980,8/20/2023,Late,83.36
ORD5981,8/21/2023,On Time,53.79
ORD5982,8/22/2023,On Time,64.7
ORD5983,8/23/2023,On Time,141.71
ORD5984,8/24/2023,On Time,149.83
ORD5985,8/25/2023,On Time,128.05
ORD5986,8/26/2023,On Time,78.68
ORD5987,8/27/2023,On Time,90.24
ORD5988,8/28/2023,Late,123.95
ORD5989,8/29/2023,On Time,146.85
ORD5990,8/30/2023,On Time,95.55
ORD5991,8/31/2023,On Time,132.95
ORD5992,9/1/2023,Late,147.51
ORD5993,9/2/2023,On Time,137.35
ORD5994,9/3/2023,On Time,72.71
ORD5995,9/4/2023,On Time,50.8
ORD5996,9/5/2023,On Time,99.21
ORD5997,9/6/2023,On Time,103.14
ORD5998,9/7/2023,On Time,70.13
ORD5999,9/8/2023,Late,78.47
